,Comment,Description,ID,Link1,Link2,String,Type,user-agent
181,,Blitzsuche Germany robot,id_a_f_117,http://blitzsuche.rp-online.de/,,BlitzBOT@tricus.net,R,"
"
182,,Blitzsuche Germany robot,id_a_f_118,http://blitzsuche.rp-online.de/,,BlitzBOT@tricus.net (Mozilla compatible),R,"
"
183,,BlockNote web page editor,id_a_f_090307_1,http://blocknote.net/,,BlockNote.Net,B,"
"
184,,blogdex robot from MIT.edu,id_a_f_119,http://blogdex.media.mit.edu/,,BlogBot/1.x,R,"
"
185,,BlogBridge RSS reader,id_a_f_071206_1,http://www.blogbridge.com/,,BlogBridge 2.13 (http://www.blogbridge.com/),B,"
"
186,65.214.44.xx,Bloglines article search,id_a_f_120,http://www.bloglines.com,,Bloglines Title Fetch/1.0 (http://www.bloglines.com),R,"
"
187,65.214.44.xx,Bloglines graphics crawler,id_a_f_250907_1,http://www.bloglines.com,,Bloglines-Images/0.1 (http://www.bloglines.com),R,"
"
188,65.214.44.xx,Bloglines news crawler,id_a_f_011108_2,http://www.bloglines.com,,Bloglines/3.1 (http://www.bloglines.com),R,"
"
189,,FeedMap / BlogMap geo coding service,id_a_f_071206_2,http://www.feedmap.net/BlogMap/,,BlogMap (http://www.feedmap.net),C,"
"
190,64.158.138.xx,Intelliseek's BlogPulse blog search,id_a_f_121,http://www.blogpulse.com,,Blogpulse (info@blogpulse.com),R,"
"
191,64.158.138.xx,Intelliseek's BlogPulse blog search,id_a_f_050208_2,http://www.blogpulse.com,,BlogPulseLive (support@blogpulse.com),R,"
"
192,s. also BlogzIce ...,IceRocket Web search robot,id_a_f_161206_2,http://www.icerocket.com,,BlogSearch/1.x +http://www.icerocket.com/,R,"
"
193,88.198.44.2xx,Art of Computing blog search project,id_a_f_020707_1,http://artofcomputing.net/blog/?p=4,,blogsearchbot-pumpkin-3,R,"
"
194,,BlogsNow realtime link tracker robot,id_a_f_241205_1,http://www.blogsnow.com/,,"BlogsNowBot, V 2.01 (+http://www.blogsnow.com/)",R,"
"
195,212.61.21.xx,BlogVipe news and Blog crawler (Netherlands),id_a_f_261107_1,http://www.blogvibe.nl,,BlogVibeBot-v1.1 (spider@blogvibe.nl),R,"
"
196,,blogWatcher robot from Okumura Group Tokyo (131.112.182.xxx),id_a_f_122,http://www.lr.pi.titech.ac.jp,,blogWatcher_Spider/0.1 (http://www.lr.pi.titech.ac.jp/blogWatcher/),R,"
"
197,s. also BlogSearch ...,IceRocket Web search robot,id_a_f_123,http://www.icerocket.com,,BlogzIce/1.0 (+http://icerocket.com; rhodes@icerocket.com),R,"
"
198,s. also BlogSearch ...,IceRocket Web search robot,id_a_f_124,http://www.icerocket.com,,BlogzIce/1.0 +http://www.icerocket.com/,R,"
"
199,206.166.206.18x,Blooby search (beta) robot,id_a_f_310108_1,http://www.blooby.com/,,BloobyBot,R,"
"
200,204.228.230.xx,Balihoo - Search Engine for Advertising Media,id_a_f_270507_1,http://balihoo.com/,,Bloodhound/Nutch-0.9 (Testing Crawler for Research - obeys robots.txt and robots meta tags ; http://balihoo.com/index.aspx; robot at balihoo dot com),R,"
"
201,,Bluefish HTML-editor for Linux,id_a_f_125,http://bluefish.openoffice.nl/,,bluefish 0.6 HTML editor,B,"
"
202,seems to be a Trojan - see link,Part of ButtMan remote access tool,id_a_f_126,http://www.glocksoft.com/trojan_list/ButtMan.htm,,BMCLIENT,,"
"
203,Website is dead - was:,Bookmark Express bookmark manager,id_a_f_120506_1,http://www.bookmarkexpress.com/,,BMLAUNCHER,C,"
"
204,,Bobby web accessibility desktop testing tool,id_a_f_127,http://bobby.watchfire.com/bobby/html/en/index.jsp,,Bobby/4.0.x RPT-HTTPClient/0.3-3E,C,"
"
205,,Boitho search (Norway) robot via 80.202.212.xx / 80.80.111.xx,id_a_f_128,http://www.boitho.com,,boitho.com-dc/0.xx (http://www.boitho.com/dcbot.html),R,"
"
206,,Boitho search (Norway) robot via 80.202.212.xx / 80.80.111.xx,id_a_f_129,http://www.boitho.com,,boitho.com-robot/1.x,R,"
"
207,,Boitho search (Norway) robot via 80.202.212.xx / 80.80.111.xx,id_a_f_130,http://www.boitho.com,,boitho.com-robot/1.x (http://www.boitho.com/bot.html),R,"
"
208,,Bookdog - Mac bookmark manager,id_a_f_060806_1,http://www.sheepsystems.com/bookdog/,,Bookdog/x.x,C,"
"
209,,Bookmark Buddy - favorite bookmark manager ,id_a_f_131,http://www.bookmarkbuddy.net,,Bookmark Buddy bookmark checker (http://www.bookmarkbuddy.net/),C,"
"
210,,Favourites managing program,id_a_f_132,http://www.bookmark.ne.jp,,Bookmark Renewal Check Agent [http://www.bookmark.ne.jp/],C,"
"
211,,Favourites managing program,id_a_f_230807_1,http://www.bookmark.ne.jp,,Bookmark Renewal Check Agent [http://www.bookmark.ne.jp/] (Version 2.0beta),C,"
"
212,,Bookmark Base bookmark manager,id_a_f_300408_1,http://www.bookmarkbase.com/,,BookmarkBase(2/;http://bookmarkbase.com),C,"
"
213,,cybercity.fr user robot / faked user agent ?,id_a_f_133,,,Bot mailto:craftbot@yahoo.com,,"
"
214,72.14.164.1xx,BD-Brandprotect copyright infringement crawler,id_a_f_160308_1,http://www.bdbrandprotect.com/,http://www.bdbrandprotect.com/solutions_5.html,BPImageWalker/2.0 (www.bdbrandprotect.com),R,"
"
215, s. also BStop,BravoBrian bSTOP parental control,id_a_f_134,http://bstop.bravobrian.it/,,BravoBrian bstop.bravobrian.it,P R,"
"
216, s. also BStop,Robot for BravoBrian bSTOP,id_a_f_135,http://bstop.bravobrian.it/,,BravoBrian SpiderEngine MarcoPolo,R,"
"
217,,BrightCloud web filtering for classifying websites,id_a_f_220508_1,http://www.brightcloud.com/brightcrawler.asp,,BrightCrawler (http://www.brightcloud.com/brightcrawler.asp),P R,"
"
218,,Webarchive Project Bruinbot crawler,id_a_f_136,http://webarchive.cs.ucla.edu,,BruinBot (+http://webarchive.cs.ucla.edu/bruinbot.html) ,R,"
"
219,,Inktomi (Hotbot-Lycos NBCi) robot,id_a_f_137,http://www.inktomi.com/,,BSDSeek/1.0,R,"
"
220,s. also BravoBrian ..,BravoBrian bSTOP parental control,id_a_f_138,http://bstop.bravobrian.it/,,BStop.BravoBrian.it Agent Detector,P R,"
"
221,,BitTorrent Search Engine btbot robot,id_a_f_139,http://www.btbot.com,,BTbot/0.x (+http://www.btbot.com/btbot.html),R,"
"
222,,µTorrent BitTorrent Client,id_a_f_300408_2,http://www.utorrent.com/,,BTWebClient/180B(9704),D,"
"
223,194.24.253.xx,BuildCMS crawler - market monitoring project of BuildCMS,id_a_f_080407_2,http://www.buildcms.com/index.php,http://www.buildcms.com/about_us/crawler,BuildCMS crawler (http://www.buildcms.com/crawler),R,"
"
224,202.181.96.2xx,Bulkfeeds: RSS directory link checking,id_a_f_051206_4,http://bulkfeeds.net/,,Bulkfeeds/r1752 (http://bulkfeeds.net/),C,"
"
225,,BullsEye/Intelliseek robot,id_a_f_140,http://www.intelliseek.com/be/bullseye.htm,,BullsEye,R,"
"
226,,Relevare Portal software robot,id_a_f_141,http://www.relevare.com,,bumblebee@relevare.com,R,"
"
227,,Microsoft server information robot (see link),id_a_f_142,http://www.webmasterworld.com/forum11/841.htm,,BunnySlippers,C,"
"
228,,BurstFind search crawler (64.34.172.xx),id_a_f_070606_1,http://www.burstfind.com/,,BurstFindCrawler/1.1 (crawler.burstfind.com; http://crawler.burstfind.com; crawler@burstfind.com),R,"
"
229,,Buscaplus (Spain) robot,id_a_f_143,http://www.buscaplus.com,,Buscaplus Robi/1.0 (http://www.buscaplus.com/robi/),R,"
"
230,,Logitech Desktop Managers (LDM) Backweb (BW) update check,id_a_f_050807_2,"http://www.logitech.com/index.cfm/494/3041&cl=de,de",,BW-C-2.0,D,"
"
231,,Basic Web Hacking 3 fake user-agent from Hellbound Hackers challenges,id_a_f_140508_2,http://www.hellboundhackers.org/forum/_basic_web_hacking_3-7-6960_0.html,http://vuau.wordpress.com/2008/03/12/hbh-basic-web-3-switch-user-agent/,bwh3_user_agent,S,"
"
232,64.111.217.9x,Amfibi Search robot,id_a_f_140508_3,http://www.amfibi.com/,,Cabot/Nutch-0.9 (Amfibi's web-crawling robot; http://www.amfibi.com/cabot/; agent@amfibi.com),R,"
"
233,64.111.217.9x,Amfibi Search robot,id_a_f_280508_1,http://www.amfibi.com/,,Cabot/Nutch-1.0-dev (Amfibi's web-crawling robot; http://www.amfibi.com/cabot/; agent@amfibi.com),R,"
"
234,,Evolution integrated mail solution Camel TCP stream class,id_a_f_140506_4,http://www.gnome.org/projects/evolution/,http://go-evolution.org/Camel.Stream,CamelHttpStream/1.0,,"
"
235,,Some user agent,id_a_f_144,,,Cancer Information and Support International;,,"
"
236,s. also - voyager/1.x - cfetch/1.,Cosmix project crawler (204.14.48.x / 38.113.234.xxx),id_a_f_110206_1,http://www.cosmixcorp.com/,,carleson/1.0,R,"
"
237,,Carnegie Mellon University WebBOT,id_a_f_145,http://www.andrew.cmu.edu,,Carnegie_Mellon_University_Research_WebBOT-->PLEASE READ-->http://www.andrew.cmu.edu/~brgordon/webbot/index.html http://www.andrew.cmu.edu/~brgordon/webbot/index.html,R,"
"
238,,Carnegie Mellon University WebBOT,id_a_f_146,http://www.andrew.cmu.edu,,Carnegie_Mellon_University_WebCrawler http://www.andrew.cmu.edu/~brgordon/webbot/index.html,R,"
"
239,,Catall.de search & web directory (Germany),id_a_f_170206_1,http://www.catall.de/,,Catall Spider,R,"
"
240,72.36.94.1xx,UIUCs Cazoodle search based on MetaQuerier,id_a_f_130807_3,http://www.cazoodle.com/,http://metaquerier.cs.uiuc.edu/,CazoodleBot/CazoodleBot-0.1 (CazoodleBot Crawler; http://www.cazoodle.com/cazoodlebot; cazoodlebot@cazoodle.com),R,"
"
241,38.103.63.1[6-8],CommonCrawl Foundation search crawler,id_a_f_290308_1,http://www.commoncrawl.org/faq.htm,,CCBot/1.0 (+http://www.commoncrawl.org/bot.html),R,"
"
242,,Empyreum Ccubee (Czech) search engine solution,id_a_f_147,http://empyreum.com/technologies/ccubee,,ccubee/x.x,R,"
"
243,61.142.xx.x[xx],Timewe mobile browser (WAP) simulator (Japan),id_a_f_010108_2,http://timewe.net/,,CDR/1.7.1 Simulator/0.7(+http://timewe.net) Profile/MIDP-1.0 Configuration/CLDC-1.0,B,"
"
244,,Cisco Content Engine,id_a_f_291105_6,http://www.cisco.com/en/US/products/hw/contnetw/index.html,,CE-Preload,P,"
"
245,87.72.214.9x,Nordic semantic search engine,id_a_f_100408_4,http://www.centiverse-project.net/post/Educating-the-bots.aspx,,CentiverseBot,C,"
"
246,87.72.214.9x,Nordic semantic search engine,id_a_f_180408_2,http://www.centiverse-project.net/post/Educating-the-bots.aspx,,CentiverseBot - investigator,C,"
"
247,87.72.214.9x,Nordic semantic search engine,id_a_f_180408_3,http://www.centiverse-project.net/post/Educating-the-bots.aspx,,CentiverseBot/3.0 (http://www.centiverse-project.net),C,"
"
248,,Floortransformed.com robot (link ckecking ??),id_a_f_148,http://www.floorstransformed.com,,Ceramic Tile Installation Guide (http://www.floorstransformed.com),R,"
"
249,,CERN Line Mode Browser,id_a_f_131208_2,http://www.w3.org/LineMode/,,CERN-LineMode/2.15,B,"
"
250,s. also - voyager/1.x - carleson/1.x,Cosmix project crawler (204.14.48.x / 38.113.234.xxx),id_a_f_149,http://www.cosmixcorp.com,,cfetch/1.0,R,"
"
251,,MaxOS X CoreFoundation CFNetwork API,id_a_f_150,http://www.cocoadev.com/index.pl?CFNetwork,,CFNetwork/x.x,,"
"
252,,cg-eye CGI checker,id_a_f_151,http://www.htmlhelp.com,,cg-eye interactive,C,"
"
253,,Charon Amiga download manager,id_a_f_152,http://tesla.rcub.bg.ac.yu/%7Eantony/Charon/,,Charon/1.x (Amiga),D,"
"
254,69.80.208.2xx,Chat Catcher blog monitoring robot,id_a_f_131208_3,http://chatcatcher.com/cc/,,Chat Catcher/1.0,C,"
"
255,,Checkbot link validation,id_a_f_153,http://degraaff.org/checkbot/,,Checkbot/1.xx LWP/5.xx,C,"
"
256,,Checklinks - Perl link checker,id_a_f_154,http://www.jmarshall.com,,CheckLinks/1.x.x,C,"
"
257,,NTL user agent,id_a_f_155,http://www.ntl.com,,CheckUrl,,"
"
258,,CheckWeb link validation,id_a_f_156,http://p.duby.free.fr/chkweb.htm,,CheckWeb,C,"
"
259,,Chilkat HTTP component user-agent,id_a_f_030206_2,http://www.chilkatsoft.com/HttpDotNet.asp,,Chilkat/1.0.0 (+http://www.chilkatsoft.com/ChilkatHttpUA.asp),,"
"
260,see link:,Unknown spam bot from telekom.com.my (218.111.83.xxx),id_a_f_230506_1,http://linuxreviews.org/webdesign/602_Apache_Webalizer/,,China Local Browse 2.6,S,"
"
261,67.15.219.[x]x,Chitika Inc. Blog advertising,id_a_f_170408_2,http://chitika.com/,,Chitika ContentHit 1.0,C,"
"
262,- s. also Mozilla/4.0 (compatible; ChristCrawler..),Christcentral.com Christcrawler (was www.christcrawler.com),id_a_f_157,,,ChristCRAWLER 2.0,R,"
"
263,,CHttpClient - C++ class using WinInet,id_a_f_010607_2,http://www.codeproject.com/library/lyoulhttpclient.asp,,CHttpClient by Open Text Corporation,,"
"
264,,CipinetBot -Cipinet Search Engine Web Crawler,id_a_f_158,http://www.cipinet.com,,CipinetBot (http://www.cipinet.com/bot.html),R,"
"
265,88.198.212.5x,Cityreview regional search (Germany) link checking,id_a_f_130108_1,http://www.cityreview.de/,http://www.cityreview.org/crawler/,Cityreview Robot (+http://www.cityreview.org/crawler/),C,"
"
266,,Commision Junction link checking spider,id_a_f_159,http://www.cj.com/,,CJ Spider/,C,"
"
267,,CJB Net anonymous socks proxy service (216.194.70.x),id_a_f_050606_1,http://proxy.cjb.net/,,CJB.NET Proxy,P,"
"
268,s. also Diamond,Claria (ex Gator) SearchScout robot (64.152.73.xx),id_a_f_160,http://www.searchscout.com,,ClariaBot/1.0,R,"
"
269,,Claymont Search robot,id_a_f_161,http://www.claymont.com,,Claymont.com,R,"
"
270,212.80.76.xx,Seznam Search (Czech Republic) robot,id_a_f_100307_1,http://www.seznam.cz/,,CloakDetect/0.9 (+http://fulltext.seznam.cz/),R,"
"
271,,Clush clustered search robot,id_a_f_162,http://www.clush.com,,Clushbot/2.x (+http://www.clush.com/bot.html),R,"
"
272,,Clush clustered search robot,id_a_f_163,http://www.clush.com,,Clushbot/3.x-BinaryFury (+http://www.clush.com/bot.html),R,"
"
273,,Clush clustered search robot,id_a_f_164,http://www.clush.com,,Clushbot/3.xx-Ajax (+http://www.clush.com/bot.html),R,"
"
274,,Clush clustered search robot,id_a_f_165,http://www.clush.com,,Clushbot/3.xx-Hector (+http://www.clush.com/bot.html),R,"
"
275,,Clush clustered search robot,id_a_f_166,http://www.clush.com,,Clushbot/3.xx-Peleus (+http://www.clush.com/bot.html),R,"
"
276,,COAST Webmaster - Web management and maintenance software,id_a_f_070506_1,http://www.extablish.com/cwm.htm,,COAST WebMaster Pro/4.x.x.xx (Windows NT),C,"
"
277,,Proposed Content-Based Image Tracking System (CoBITS) P2P crawler,id_a_f_150306_1,http://www.iis.sinica.edu.tw/~hungchi/CBIT/,,CoBITSProbe,R C,"
"
278,,Cocoa del.icio.us (social bookmarks manager) client for Mac OS X,id_a_f_167,http://www.scifihifi.com,,Cocoal.icio.us/1.0 (v36) (Mac OS X; http://www.scifihifi.com/cocoalicious),C,"
"
279,72.81.252.9x,Cogent Search Bot from Cogent Software Solutions for unknown purposes,id_a_f_070209_2,http://www.cogentsoftwaresolutions.com/bot.html,,Cogentbot/1.X (+http://www.cogentsoftwaresolutions.com/bot.html),R,"
"
280,,Cold Fusion server used by various IPs i.e.: - NetWORLD web catalogue link checking,id_a_f_168,http://www.networld.com,http://www.macromedia.com/software/coldfusion/,ColdFusion,P C,"
"
281,,Cold Fusion server used by Bookmark Tracker - online favourites managment,id_a_f_169,http://www.bookmarktracker.com,http://www.macromedia.com/software/coldfusion/,ColdFusion (BookmarkTracker.com),C,"
"
282,,WebCollage Syndicator graphics crawler/collector,id_a_f_170,http://www.webcollage.com,,collage.cgi/1.xx,R D,"
"
283,130.235.4.xx,Combine harvesting & indexing robot,id_a_f_171,http://combine.it.lth.se/,,combine/0.0,R,"
"
284,130.235.4.xx,Combine harvesting & indexing robot,id_a_f_080406_1,http://combine.it.lth.se/,,Combine/2.0 http://combine.it.lth.se/,R,"
"
285,130.235.4.xx,Combine harvesting & indexing robot,id_a_f_160807_1,http://combine.it.lth.se/,,Combine/3 http://combine.it.lth.se/,R,"
"
286,130.235.4.xx,Combine harvesting & indexing robot,id_a_f_172,http://combine.it.lth.se/,,Combine/x.0,R,"
"
287,,cometrics Web Content Mining solution - Germany,id_a_f_280606_3,http://www.cometrics.de/,,"cometrics-bot, http://www.cometrics.de",R,"
"
288,,Wildsoft Germany (closed) Internet client system user-agent (was www.oskarweb.de),id_a_f_173,,,Commerce Browser Center,B,"
"
289,216.182.233.1xx,UCLA Complex Networks Groups Complex Network Analysis,id_a_f_240107_1,http://cantor.ee.ucla.edu/~networks/,,complex_network_group/Nutch-0.9-dev (discovering the structure of the world-wide-web; http://cantor.ee.ucla.edu/~networks/crawl; nimakhaj@gmail.com),C,"
"
290,,Hungarian Academy of Sciences data mining search,id_a_f_174,http://www.ilab.sztaki.hu/websearch/,,Computer_and_Automation_Research_Institute_Crawler crawler@ilab.sztaki.hu,R,"
"
291,powered by Nutch,ComRite Chinese Search Engine for Oversea Web Sites (69.248.26.xx),id_a_f_010406_2,http://www.comrite.com/,http://meidong.comrite.com/,Comrite/0.7.1 (Nutch; http://lucene.apache.org/nutch/bot.html; nutch-agent@lucene.apache.org),R,"
"
292,,unknown,id_a_f_175,,,Contact,,"
"
293,64.124.152.xx,Probably E-Mail harvesting robot - same as LMQueueBot,id_a_f_200307_1,,,ContactBot/0.2,S,"
"
294,,ContentSmartz e-mail harvesting tools,id_a_f_291105_7,,,ContentSmartz,S,"
"
295,NOT Contype mime type managment Perl script,Internet Explorer versions 4.x and 5 plugin content,id_a_f_176,http://support.microsoft.com/default.aspx?scid=kb;en-us;293792,,contype,B,"
"
296, s. also - infoConveraCrawler... - CrawlConvera ...,Converas RetrievalWare Internet Spider (63.241.61.x),id_a_f_177,http://www.convera.com,,Convera Internet Spider V6.x,R,"
"
297, s. also - infoConveraCrawler... - CrawlConvera ...,Converas RetrievalWare Internet Spider (63.241.61.x),id_a_f_178,http://www.convera.com,,ConveraCrawler/0.2,R,"
"
298, s. also - infoConveraCrawler... - CrawlConvera ...,Converas RetrievalWare Internet Spider (63.241.61.x),id_a_f_051205_1,http://www.convera.com/,,ConveraCrawler/0.9d (+http://www.authoritativeweb.com/crawl),R,"
"
299, s. also - infoConveraCrawler... - CrawlConvera ...,Converas RetrievalWare Internet Spider (63.241.61.x),id_a_f_179,http://www.convera.com,,ConveraMultiMediaCrawler/0.1 (+http://www.authoritativeweb.com/crawl),R,"
"
300,,Suchmaschine21 (Germany) robot,id_a_f_180,http://www.suchmaschine21.de/,,CoolBot,R,"
"
301,,Cooliris photo and video browser,id_a_f_030110_2,http://www.cooliris.com/,,Cooliris/1.5 CFNetwork/459 Darwin/10.0.0d3,B,"
"
302,,Coral Content Distribution Network,id_a_f_040406_1,http://coralcdn.org/,,CoralWebPrx/0.1.1x (See http://coralcdn.org/),P C,"
"
303,,Xyleme SA France robot,id_a_f_181,http://www.xyleme.com/en/index.jsp,,cosmos/0.8_(robot@xyleme.com),R,"
"
304,,Xyleme SA France robot,id_a_f_182,http://www.xyleme.com/en/index.jsp,,cosmos/0.9_(robot@xyleme.com),R,"
"
305,,Coteo.com - local French directory link checking,id_a_f_040607_1,http://www.coteo.com/,,CoteoNutchCrawler/Nutch-0.9 (info [at] coteo [dot] com),C,"
"
306,,Cougarsearch.com robot,id_a_f_030206_3,http://www.cougarsearch.com/,,CougarSearch/0.x (+http://www.cougarsearch.com/faq.shtml),R,"
"
307,s.also ArachBot,Covac Arachnid Web Crawler,id_a_f_280408_2,http://www.covac-software.com/,,Covac TexAs Arachbot,R,"
"
308,,CoverScout for iTunes - CD cover search tool,id_a_f_211208_1,http://www.equinux.com/de/products/coverscout/index.html,,"CoverScout%203/3.0.1 CFNetwork/339.5 Darwin/9.5.0 (i386) (iMac5,1)",B,"
"
309, s. also Python-urllib/1.15 -  nabot -  NaverBot & dloader,Naver Japan / Korea robot,id_a_f_183,http://www.naver.co.jp,,Cowbot-0.1 (NHN Corp. / +82-2-3011-1954 / nhnbot@naver.com),R,"
"
310, s. also Python-urllib/1.15 -  nabot -  NaverBot & dloader,Naver Japan / Korea robot,id_a_f_184,http://www.naver.co.jp,,Cowbot-0.1.x (NHN Corp. / +82-2-3011-1954 / nhnbot@naver.com),R,"
"
311,s. also - Convera Internet Spider .. - infoConveraCrawler...,Converas RetrievalWare Internet Spider,id_a_f_185,http://www.convera.com,,CrawlConvera0.1 (CrawlConvera@yahoo.com),R,"
"
312,,unknown robot via Level3.net,id_a_f_186,,,Crawler,,"
"
313,,Cometsystems Comet Search robot via Findwhat (now Miva),id_a_f_187,http://www.cometsystems.com,http://www.miva.com/,Crawler (cometsearch@cometsystems.com),R,"
"
314,,Crawler.de / Abacho robot,id_a_f_188,http://www.crawler.de,http://www.abacho.de/,Crawler admin@crawler.de,R,"
"
315,,Crawler.de / Abacho robot,id_a_f_189,http://www.crawler.de,http://www.abacho.de/,Crawler V 0.2.x admin@crawler.de,R,"
"
316,,Alexa crawler,id_a_f_190,http://www.alexa.com,,crawler@alexa.com,R,"
"
317,,Pinpoint WAP search robot,id_a_f_191,http://www.pinpoint.com,,CrawlerBoy Pinpoint.com,R,"
"
318,powered by Nutch,Crawlly Beta search - Germany (72.232.194.2xx),id_a_f_130506_1,http://www.crawlly.com/,,Crawllybot/0.1 (Crawllybot; +http://www.crawlly.com; crawler@crawlly.com),R,"
"
319,,Creatice Commons using Nutch open source robot,id_a_f_192,http://www.nutch.org,,CreativeCommons/0.06-dev (Nutch; http://www.nutch.org/docs/en/bot.html; nutch-agent@lists.sourceforge.net),R,"
"
320,,Cricket A100 cell phone browser,id_a_f_030110_3,http://www.mycricket.com/cell-phones/details/Cricket-A100,,Cricket-A100/1.0 UP.Browser/6.3.0.7 (GUI) MMP/2.0,B,"
"
321,,Croccrawler robot,id_a_f_193,http://www.croccrawler.com,,CrocCrawler vx.3 [en] (http://www.croccrawler.com) (X11; I; Linux 2.0.44 i686),R,"
"
